17
893 920
89 322 -183
428 487 148
610 822 875
640 248 870
116 606 -191
650 727 -615
324 274 -43
958 701 -551
750 326 246
39 681 48
778 476 927
961 40 -657
643 461 201
733 603 -173
949 615 -280
801 810 -562
346 371 -248
79 20 570
735 172 -39
44 508 444
361 319 32
162 329 580
805 695 902
285 431 431
579 461 325
589 490 -251
580 641 -990
888 42 -691
303 838 -80
490 744 554
333 640 784
573 436 639
770 175 764
520 541 831
832 741 998
457 722 216
893 134 654
1 74 797
786 491 67
709 90 -576
657 911 -144
254 557 200
485 398 -459
552 943 -589
975 948 146
664 716 907
770 225 96
199 217 806
320 879 -52
142 60 -430
41 754 -117
552 735 -596
662 41 -251
936 351 -453
355 615 -231
217 949 4
500 151 474
938 717 247
323 731 158
369 589 939
569 533 -378
197 633 -146
527 110 -244
703 876 965
271 814 308
259 182 732
33 907 -498
193 953 -7
280 827 -207
40 99 612
404 90 -432
326 130 243
640 774 -856
168 76 923
244 304 -316
775 212 -499
681 241 253
63 951 920
773 646 689
79 186 367
602 418 -692
246 151 -443
551 102 -219
72 317 -966
628 531 609
749 735 881
356 20 538
562 726 788
582 275 -62
729 878 -701
601 673 961
393 476 -236
613 529 -229
2 318 -651
561 87 -561
694 855 -331
172 157 270
34 636 -176
925 767 -704
163 279 303
549 95 598
342 279 -886
75 923 -333
315 74 -761
863 139 759
750 752 -494
51 494 8
157 40 -261
499 632 627
30 611 298
656 923 988
643 975 -983
168 321 668
524 586 -124
794 498 -599
196 28 277
841 496 789
864 129 -830
719 40 675
816 60 165
287 514 491
401 128 -82
29 731 158
816 231 892
796 580 886
141 95 -448
302 777 583
685 65 300
105 493 129
585 305 -728
95 950 100
89 843 679
197 586 -553
956 201 349
369 931 263
700 956 536
127 625 54
224 603 -719
144 40 894
328 196 378
98 631 -648
626 874 -401
758 906 -971
498 36 263
505 156 860
676 790 639
632 606 391
120 606 -491
678 976 -129
552 239 326
532 754 692
453 152 261
344 113 563
258 238 590
711 657 -451
266 5 -247
681 189 -513
465 503 34
472 502 937
308 643 -334
725 797 -654
428 801 -27
274 516 334
755 258 751
297 600 942
288 516 -828
725 524 -508
233 822 -713
214 473 -940
604 433 759
973 801 -577
416 427 727
48 166 241
381 233 84
227 408 466
103 140 641
638 554 -920
734 304 151
138 887 973
416 725 -377
631 512 958
84 801 275
563 588 400
842 10 122
359 569 432
693 454 -478
746 532 632
60 33 370
510 470 928
62 490 447
974 589 -8
608 328 -46
913 806 -900
40 206 -502
548 505 994
195 590 -581
83 791 -314
940 761 -914
141 370 611
977 774 -6
921 951 -751
331 970 -900
534 521 380
726 104 -268
966 605 -699
732 93 106
694 620 -181
47 585 262
558 403 -757
77 50 -614
339 638 894
237 881 154
255 620 -874
150 569 -796
380 809 -366
758 254 660
416 319 -472
743 451 -116
321 125 113
221 390 29
695 849 -133
254 418 -616
327 368 -95
326 69 834
434 423 721
472 24 433
871 327 978
729 893 420
58 137 -720
818 299 110
675 223 768
256 228 359
940 246 469
543 938 962
430 891 -142
216 930 338
524 214 -817
412 101 485
912 505 -318
328 748 -542
534 135 729
465 898 -823
98 817 929
50 55 62
158 232 -3
147 412 814
108 872 -934
867 690 -894
908 547 -663
387 603 716
77 841 380
271 502 -502
322 403 -546
524 556 520
73 561 813
132 573 875
256 732 642
639 642 -98
635 162 783
647 696 854
195 906 870
965 764 449
90 352 743
501 895 617
93 537 815
746 601 -15
954 866
233 418 -734
149 44 509
417 810 624
320 548 -758
531 666 -43
246 572 -397
815 868 -364
906 338 129
521 142 -437
39 431 239
160 838 14
550 97 -351
116 760 699
227 682 453
357 340 -623
857 320 739
924 668 -672
111 266 -898
747 189 161
319 548 -452
656 497 -855
45 545 455
185 533 -124
745 630 523
482 749 -162
101 68 -205
755 523 -387
878 307 653
615 758 -56
704 61 141
723 92 -180
863 190 -346
954 248 190
439 577 -396
324 921 -596
384 673 407
667 856 -276
8 644 754
807 141 -718
603 585 -405
100 305 486
462 146 -116
303 274 -980
421 618 227
300 771 146
636 549 101
760 734 569
459 186 -660
707 645 -217
853 640 -503
832 606 885
258 645 414
475 610 545
807 149 -248
277 709 -783
374 419 -969
606 533 912
558 244 305
494 137 584
434 88 421
672 269 -680
656 557 -377
595 376 -275
288 601 -641
323 819 282
657 384 622
286 697 -952
302 599 941
37 780 426
820 176 -567
564 763 367
173 718 239
377 544 372
439 884 64
742 93 -830
161 641 -196
136 565 -691
57 532 -1000
286 663 972
813 700 645
673 705 -632
593 758 375
391 844 -179
332 733 -213
345 484 -860
732 733 800
606 616 -185
252 178 876
442 511 -926
558 333 -143
823 423 31
578 587 -823
158 162 -534
29 668 123
494 243 48
954 269 -593
843 24 -54
700 349 -856
331 172 553
328 798 -135
168 523 753
130 457 -353
768 650 -864
777 415 -465
365 336 749
229 135 -825
264 945 703
109 454 828
624 18 284
210 122 -460
935 386 -933
317 601 262
188 537 -130
143 807 -960
411 415 -883
193 660 -221
587 862 31
577 389 221
867 14 409
217 158 521
876 191 -530
615 317 -228
865 583 -198
445 116 -974
769 212 339
114 109 -160
357 194 -300
546 845 -395
248 71 355
748 928 295
207 938 -611
182 270 -951
429 566 -503
848 194 822
305 237 440
873 4 -625
550 718 643
712 582 -366
577 566 806
424 820 203
56 63 488
61 236 -465
272 632 -549
459 683 170
664 589 -610
766 205 631
872 692 -212
19 496 447
716 496 837
72 794 67
36 845 -589
775 825 -447
754 781 258
391 599 -776
891 263 828
716 350 414
707 621 589
234 578 -376
695 694 -632
575 895 -395
925 87 -181
586 257 791
806 827 -168
372 309 -573
248 910 -117
678 244 848
523 87 -583
384 938 -460
62 384 128
449 356 614
240 715 -97
546 193 -260
371 52 387
459 937 -205
227 934 -455
457 92 748
182 260 998
255 573 919
646 340 -904
850 227 48
148 140 637
365 746 389
366 491 32
289 397 -237
125 805 -639
920 627 828
159 360 -928
547 590 717
538 563 -782
391 762 589
794 672 -433
802 119 -154
645 457 16
615 525 -916
478 845 15
554 463 -786
607 74 -564
934 715 287
3 120 -929
291 481 330
909 254 92
563 410 464
395 138 -794
707 662 -115
906 606 837
739 48 -555
839 284 -454
733 701 159
816 571 -483
400 902 939
389 14 -157
411 482 -829
304 683 -228
664 586 492
762 435 -1
17 154 -510
221 423 378
500 494 -67
847 2 -659
852 950 552
248 300 -151
950 776 -930
289 811 -718
548 363 -59
25 896 -112
668 429 471
619 139 -748
851 686 -174
814 116 127
49 829 678
783 816 -302
103 195 448
845 73 -704
825 770 -38
909 604 74
932 881 283
222 601 -946
799 947 -962
603 506 896
744 423 -688
39 925 -143
473 629 417
520 671 801
760 562 773
850 204 -266
574 723 -847
787 630 -371
728 684 -988
164 571 -814
244 298 -98
364 319 602
811 202 701
381 148 796
329 95 -55
930 564 639
839 322 -448
584 378 874
360 714 -14
738 445 580
569 357 -88
145 475 -156
574 814 -605
379 606 -967
359 65 -483
506 576 -216
754 569 868
287 704 -691
575 61 -73
326 773 50
539 479 47
225 141 615
694 648 -930
539 287 515
558 636 -154
367 421 -947
130 28 621
123 332 -19
588 400 982
728 148 -793
471 292 131
284 239 786
536 701 907
280 156 527
701 489 -44
658 138 521
162 148 -15
522 699 -678
396 485 853
165 31 -247
700 258 264
444 690 462
644 410 555
950 886 -804
529 375 949
325 112 -234
476 320 -236
707 421 299
101 344 46
928 722 -786
234 830 -692
950 377 727
744 587 -677
464 675 -126
588 549 443
226 475 530
952 736 -748
445 539 849
715 499 -898
264 856 722
210 899 -944
362 768 669
742 634 794
868 348 181
862 849 683
319 604 520
224 3 -451
434 643 -64
706 182 494
918 85 -865
700 857 812
817 861 -758
486 448 31
10 45 -82
491 340 359
359 793 -643
476 860 794
171 813 -404
670 368 695
113 238 6
774 702 483
89 386 823
6 418 -629
734 198 416
646 607 261
484 787 -290
749 902 -948
681 145 -342
843 881 414
802 587 232
303 553 -408
237 872 -628
932 430 -489
832 245 -29
306 605 -588
379 346 -586
419 343 -519
285 22 -821
110 925 504
452 393 -763
551 783 47
652 651 -549
474 831 -876
556 786 402
239 147 120
663 876 53
194 117 -344
495 130 -593
768 88 239
729 174 283
908 429 -258
488 842 -475
752 152 662
817 690 201
172 627 -383
49 723 -934
236 428 260
372 818 -191
846 334 999
65 762 801
479 407 411
5 412 -828
742 321 967
426 88 -471
544 949 -25
728 59 531
523 741 731
806 214 -908
914 801 -389
484 222 506
740 162 351
333 638 -351
665 295 539
861 103 769
755 635 -56
586 930 -820
318 412 -442
75 854 -192
765 395 614
178 186 -22
165 292 -365
836 844 536
757 94 211
257 803 -579
647 236 -960
476 506 779
892 213 -723
730 250 152
859 133 573
928 262 -449
616 887 -78
841 594 357
561 623 298
217 640 474
875 803 -682
252 491 758
764 572 694
951 69 -851
703 525 811
334 678 -629
779 71 930
340 893 -275
50 542 968
714 691 -854
541 177 -904
110 683 97
185 520 288
111 229 807
154 302 -600
689 184 34
305 821 559
262 869 -329
387 899 -273
166 693 -869
234 465 -176
709 318 -219
738 737 -217
781 896 873
588 429 762
554 106 -70
638 886 -837
327 670 -627
255 439 460
916 522 -159
299 237 -528
438 821 -860
533 546 95
812 548 243
250 612 -140
763 62 863
164 718 -491
533 1 537
342 192 -486
280 825 633
851 431 661
106 526 472
591 491 -752
789 793 -874
818 742 -587
237 432 816
128 561 -339
212 590 57
939 787 -459
62 549 -923
674 607 584
442 273 825
189 676 -614
47 741 363
79 876 -701
901 791 -690
389 906 -563
852 326 794
364 408 881
29 75 582
545 229 -509
409 579 204
159 712 150
804 571 783
99 472 -249
173 548 -118
571 243 222
570 888 -29
385 408 -889
899 414 962
419 939 -329
637 378 508
122 450 -363
185 537 852
566 727 345
446 408 487
861 276 229
202 246 -870
567 312 556
303 76 -619
177 729 -459
184 356 -425
549 673 919
28 236 486
2 870 -192
67 72 -794
438 399 32
207 72 813
635 723 387
806 872 -391
19 817 -688
275 510 -314
65 592 591
102 433 -701
842 336 5
451 126 -999
620 68 153
38 292 161
387 794 -445
655 440 -68
873 22 -387
796 660 745
609 697 484
137 416 1000
545 807 581
368 298 -281
566 356 630
835 439 -596
599 172 544
532 124 249
307 270 370
116 745 436
37 262 -714
34 453 -248
898 6 -32
884 334 -804
732 524 627
362 738 -592
638 185 117
724 734 587
631 358 -221
229 928 790
768 23 -335
98 20 55
688 85 -528
307 346 859
885 590 112
232 85 363
461 768 -651
811 601 413
355 105 930
862 825 -496
121 504 -943
339 412 -918
246 896 -796
720 582 441
723 221 -160
767 413 686
205 82 -670
283 691 -420
588 495 -735
98 236 313
678 74 265
634 615 -67
938 120 999
67 662 -859
19 456 983
110 782 -935
429 20 637
394 83 650
649 498 869
624 701 600
531 516 -905
565 442 54
619 611 737
676 828 -347
643 141 868
141 762 82
434 602 422
735 491 130
564 872 -955
711 316 -868
148 248 -312
141 255 265
254 219 -592
770 699 -887
853 109 228
232 671 -681
463 936 -725
643 2 -719
158 97 -477
737 338 688
151 340 -434
440 590 -810
804 334 -486
630 407 50
318 679 -579
908 586 -6
824 56 528
220 354 -189
217 111 -99
394 806 -85
140 309 929
825 697 -466
474 734 441
273 132 -30
495 3 -310
245 554 152
575 267 -286
655 214 304
43 866 -605
780 240 -738
250 450 -849
205 748 136
651 746 -637
715 863 -838
240 952 -270
391 607 773
923 91 -200
670 741 -703
233 561 -145
700 224 -799
823 472 -581
695 41 151
673 639 689
407 339 -526
454 176 -801
254 950 -18
226 256 950
387 193 -99
930 783 256
794 659 259
383 286 -394
731 160 -940
570 610 122
292 509 809
642 200 -982
373 302 -822
806 839 165
691 257 408
417 824 300
488 667 230
142 896 -144
502 173 686
112 681 -721
304 142 -934
935 125 973
204 518 -176
680 884 116
931 457 825
937 508 943
774 632 -71
657 483 -716
836 148 808
235 175 -354
148 31 515
225 191 387
698 81 -731
928 633 -943
276 24 -392
538 329 856
726 457 298
595 598 754
338 22 354
726 537 987
135 626 -879
914 691 -798
560 332 928
467 77 -671
724 767 315
522 698 941
173 155 94
450 73 -205
737 548 -161
433 423 608
460 833 337
663 247 -542
208 43 -210
615 781 -672
874 836 110
909 912 523
813 242 -290
934 519 725
337 860 102
231 344 632
837 761 615
600 224 365
459 297 337
323 492 849
187 318 306
249 652 -580
751 81 147
164 898 -645
828 118 696
214 41 493
353 783 194
391 490 765
577 436 -818
357 326 -809
513 287 63
487 419 -948
833 800 728
101 805 -360
640 129 -97
464 337 518
936 32 804
458 209 -362
466 344 -196
140 456 -172
216 540 -763
698 518 126
386 797 90
741 33 579
670 935 44
431 833 842
18 486 -583
260 270 412
512 488 -989
87 350 -325
625 86 -147
667 136 -904
267 434 457
237 500 -962
12 264 -850
783 70 -256
421 397 -23
33 569 623
752 373 -256
515 623 -176
623 390 147
74 354 -568
919 349 621
856 98 -974
828 717 970
24 31 -952
310 510 11
406 186 -736
875 725 -467
855 214 -434
238 873 225
554 110 629
367 239 -336
777 766 412
151 822 -209
523 258 -874
247 338 371
264 261 303
100 140 -418
299 774 113
131 662 -920
89 600 518
554 811 -316
915 499 -98
636 466 509
682 413 -873
476 558 -428
311 375 730
207 99 651
631 94 351
816 59 -970
137 46 316
346 604 262
469 646 942
614 601 286
227 710 271
285 841 -67
924 276 775
279 261 -845
845 580 -616
875 378 741
79 353 -96
798 691 -14
559 381 -770
477 760 374
566 541 -379
933 880 -697
732 709 174
470 733 811
895 819 -616
330 728 810
147 870 -408
878 272 -327
911 287 -858
844 236 -7
708 120 -861
277 474 -200
550 142 260
872 802 927
119 917 370
204 413 120
799 510 663
423 507 -152
453 800 422
413 508 -715
746 739 266
761 296 -129
423 851 -228
525 417 373
134 910 -536
364 587 324
173 229 -967
895 70 861
74 803 -710
549 510 494
539 91 -788
671 864 -352
792 528 783
485 43 -420
673 167 -834
500 791 643
60 324 111
144 305 -38
575 302 344
663 711 263
37 70 -843
73 405 292
897 662 -60
826 540 -230
796 592 646
383 948 -437
685 222 -981
788 790 739
556 460 373
556 111 -646
649 72 225
398 806 920
331 98 -440
196 28 167
838 136 838
947 392 -538
455 797 -381
55 791 362
34 222 -635
614 587 182
677 698 530
907 532 376
230 828 -229
47 692 233
868 856 725
719 206 -55
15 402 -904
896 473 56
508 144 496
790 195 126
346 576 552
726 680 730
136 489 -406
686 795 367
736 522 -835
873 654 118
63 596 -17
924 200 869
448 196 927
272 568 229
139 911 -264
528 471 -505
751 482 -600
538 616 -415
31 743 770
752 666 -181
763 746 223
28 127 -858
919 11 590
332 639 507
857 935 -866
469 766 -933
123 149 289
300 53 64
788 387 -903
132 765 72
632 888 -775
570 4 -700
392 556 -633
592 291 -964
499 863 -128
814 952 589
130 648 590
110 540 -449
197 533 -666
929 428 -845
142 269 866
351 695 -503
486 344 -84
827 934
697 412 -724
405 695 792
174 68 -533
254 797 139
692 559 544
713 785 -62
536 49 -709
615 386 -444
803 378 -162
272 206 -638
119 131 312
611 596 -729
206 657 -481
587 521 -524
256 671 244
359 28 -9
695 44 -722
493 18 -929
817 193 159
115 662 -932
450 761 -381
532 764 84
150 641 341
278 774 -255
241 131 -162
303 194 870
587 253 -692
37 369 -645
647 657 979
768 679 321
94 236 960
288 608 307
265 252 517
35 647 599
500 408 106
506 486 -603
339 639 412
140 657 802
1 146 -654
281 237 -916
753 300 -596
724 576 -564
512 42 967
753 776 -126
277 754 505
203 400 266
332 150 -477
98 90 -509
454 307 -362
47 825 730
434 523 -786
483 402 699
163 370 -770
47 695 917
329 656 880
670 31 197
86 90 -392
619 75 10
484 84 730
282 578 -87
31 601 -86
729 636 273
263 242 -56
133 675 941
273 546 72
274 454 598
696 145 -402
591 392 -963
538 582 -242
232 60 -172
259 339 606
83 601 -795
204 627 423
449 165 -317
74 684 650
104 296 -497
794 399 -697
702 474 269
220 674 432
103 441 -376
704 102 495
536 679 63
5 311 184
639 421 337
392 519 -381
1 812 430
261 278 429
58 428 -538
81 212 590
711 130 -307
795 44 -27
96 550 -336
662 737 51
222 762 480
700 181 141
11 481 525
392 634 295
245 163 -184
120 797 52
748 420 165
287 551 -520
91 443 881
48 802 -826
143 617 -827
328 254 232
600 347 489
628 207 -469
618 196 -578
619 30 891
203 200 -997
270 53 282
827 134 -63
304 763 -360
315 190 -185
265 757 493
303 80 -871
392 818 372
709 444 -278
310 690 -327
611 661 550
513 77 505
85 394 -321
64 657 32
28 220 384
312 233 942
463 355 -626
12 552 -271
820 662 833
489 730 -226
547 78 -745
356 336 355
32 668 138
189 355 189
241 356 -751
728 278 -297
341 363 -980
448 142 144
187 732 -152
740 398 -858
282 514 270
269 194 260
454 119 -1
663 393 138
727 297 675
502 335 819
634 177 -520
395 466 -522
825 90 -789
101 409 -441
790 780 708
332 446 -615
545 194 -313
183 184 -76
310 186 155
30 389 733
199 327 585
458 430 464
551 332 878
541 799 314
390 2 -588
167 589 -907
630 156 -834
780 580 876
397 233 -107
654 727 872
440 65 -484
328 777 -575
795 5 -383
487 669 -162
62 41 194
273 637 -10
271 510 -452
518 176 -140
619 754 648
264 82 -863
468 222 862
686 565 -139
536 178 850
340 237 0
717 529 -273
141 55 -239
195 500 -964
89 541 -602
215 18 -258
275 89 -672
629 91 597
730 482 272
251 81 -35
337 138 69
326 757 86
149 420 -609
726 491 -501
786 823 24
254 540 -237
389 552 534
709 729 470
179 174 -548
676 511 413
691 554 -81
738 84 -539
375 353 -380
636 328 617
284 564 -394
806 571 -1000
171 311 -894
578 313 -227
696 805 -931
472 276 244
319 269 -670
216 87 250
697 623 -760
659 242 -339
550 338 -93
153 406 -797
98 429 523
711 444 911
552 388 -163
2 335 -303
509 385 -222
665 44 -504
329 190 748
637 102 515
144 265 489
690 562 -564
196 417 -237
600 673 318
757 714 -39
400 227 -711
78 253 243
53 196 386
121 736 588
89 390 -611
792 687 269
314 739 933
730 487 367
218 280 -261
185 630 -215
150 580 -218
209 745 179
280 401 -717
570 34 -455
25 236 721
753 178 -898
453 131 -994
11 421 799
523 770 371
434 487 580
123 171 875
87 728 117
716 499 -429
191 557 -93
220 55 -335
357 738 -744
626 513 -451
382 597 988
594 684 57
471 699 177
172 313 -609
72 585 164
501 194 472
347 442 939
699 332 -135
278 408 752
452 404 268
163 567 419
678 33 558
61 301 458
401 696 -128
471 326 -595
297 460 -736
733 573 562
188 529 934
468 65 265
505 471 -685
633 476 -439
813 571 429
246 488 -979
41 741 31
626 647 768
160 267 397
394 393 42
271 360 497
13 426 804
91 76 218
779 421 687
165 546 -489
220 187 798
220 543 -188
367 783 -966
699 425 -677
180 691 -956
146 729 -730
662 638 -802
484 604 -958
302 404 500
309 651 598
212 604 -774
802 133 -632
623 581 -191
416 108 626
61 68 -143
530 327 -694
20 637 792
2 345 609
20 148 -991
527 602 -730
86 748 133
514 346 621
236 719 509
90 777 579
787 290 -570
738 316 -231
249 618 820
428 646 -182
559 750 28
407 383 -304
400 480 -689
745 332 275
757 476 568
15 108 745
506 523 914
471 699 -195
561 408 -241
662 268 481
215 226 28
54 338 448
178 210 494
48 595 544
54 816 -897
75 499 145
572 648 -672
423 327 -499
547 322 569
122 679 816
503 630 93
292 290 -864
46 652 -319
65 824 -102
181 297 27
354 798 -132
159 194 -796
824 398 881
341 278 457
485 411 609
155 457 -185
230 254 -944
129 368 416
798 562 -473
383 755 721
41 802 -355
132 535 657
585 163 40
607 17 640
478 341 984
123 491 -343
639 523 427
120 155 -297
131 469 -458
731 68 -52
617 390 -658
108 776 662
357 792 701
664 385 458
155 388 628
556 500 -550
823 344 -298
245 508 996
18 314 370
200 666 -508
442 267 424
540 23 -728
463 3 -500
309 173 990
145 640 233
44 740 316
362 756 849
397 748 86
402 387 -592
246 106 -36
100 492 -321
764 734 60
257 205 157
787 299 -142
712 563 272
215 552 205
250 749 751
744 159 -942
106 733 473
818 503 -338
797 808 -823
200 37 -782
549 364 711
311 522 18
273 468 140
370 720 -835
87 442 -573
605 305 30
792 166 500
813 452 209
71 550 -468
426 493 311
773 338 256
388 642 -528
75 276 709
624 300 896
230 406 120
34 729 -937
790 188 -762
415 159 -300
531 255 813
295 160 -491
193 744 407
154 708 688
687 768 -295
368 316 -619
571 768 48
133 163 584
692 803 -154
507 408 -148
370 70 -483
599 315 19
569 604 -93
197 765 436
449 109 -542
362 174 731
651 689 -625
145 752 -703
770 239 -906
461 193 -496
604 716 -860
202 233 -970
164 376 -909
696 232 616
771 358 -364
337 403 -9
636 306 -189
645 642 -955
255 589 -326
691 514 550
351 435 535
805 446 -940
808 117 -73
335 37 -740
387 529 -744
525 786 -72
809 668 -357
488 790 873
566 500 295
677 140 -852
99 704 -835
75 565 -240
632 670 287
490 309 -11
33 154 -907
189 535 509
638 305 845
467 646 -885
169 250 -630
323 801 -787
301 58 -888
799 266 -579
329 16 -200
685 799 242
619 244 -859
570 356 -938
528 247 430
195 758 -646
588 246 -326
588 444 597
189 143 377
366 543 723
71 28 541
455 572 -661
249 157 -353
148 356 -17
403 613 -444
225 398 -527
647 90 439
435 760 -382
106 264 342
12 111 196
340 43 60
549 118 425
47 427 -198
627 826 -48
419 135 -268
619 573 -805
690 307 607
311 808 847
774 373 695
67 569 932
418 761 524
529 139 660
352 391 -779
298 691 612
69 407 552
497 354 -714
23 609 375
425 389 -385
650 178 -123
214 461 635
742 174 295
258 31 41
789 361 -845
412 639 -410
35 247 361
70 7 -289
795 774 191
311 294 -709
760 766 -665
475 608 -532
350 763 20
642 460 -686
438 752 307
567 276 279
351 424 954
25 696 -562
20 45 105
283 116 -766
54 25 638
783 45 -348
709 49 148
486 268 120
101 139 831
237 686 -606
258 584 823
509 117 -203
305 712 174
399 95 682
238 91 -7
497 822 -477
51 412 -838
386 816 -686
477 469 896
486 716 -142
467 164 -565
496 190 115
66 597 599
496 449 899
289 79 -29
448 526 683
333 264 133
194 221 568
635 461 773
797 285 780
647 38 -861
138 804 -497
18 416 168
815 767 -840
265 230 846
226 751 -815
52 10 640
454 367 720
602 737 147
658 37 488
501 443 -430
233 461 -374
278 411 570
607 527 -584
144 141 492
550 403 -875
435 654 -82
662 115 -159
422 535 -782
476 482 -831
120 625 915
131 343 991
259 292 491
469 659 854
774 132 468
678 287 452
694 111 -534
634 688 -887
104 461 37
275 684 -70
210 822 927
766 71 128
237 508 585
320 260 651
652 682 -526
797 163 693
633 40 -26
476 785 774
447 604 950
371 375 654
817 329 -345
319 110 -63
551 599 -512
234 749 181
248 521 205
490 339 152
645 483 25
314 16 -365
144 328 -169
84 624 -332
357 707 -11
507 446 22
527 129 695
161 409 -158
126 674 753
788 238 -475
707 797 947
304 173 450
595 769 -398
42 513 947
494 378 -149
678 634 -285
484 105 -74
718 451 -735
440 709 253
513 417 -359
133 440 -368
727 254 -824
464 126 148
150 119 -719
4 638 -869
533 113 828
531 733 44
715 490 -818
477 239 -167
67 353 859
552 200 -150
643 259 -387
767 376 -561
273 638 -901
722 702 178
25 717 -618
755 477 722
488 211 -734
356 799 49
94 806 64
416 348 -849
275 496 355
323 278 -276
341 496 -417
182 516 -866
400 198 -389
279 87 356
664 95 -598
535 95 470
4 423 30
26 163 -869
144 526 -488
65 492 770
612 666 543
414 739 -516
651 456 123
239 293 422
636 780 -917
10 71 647
317 140 366
229 27 520
136 273 -552
405 579 -974
48 27 842
55 341 412
648 396 -307
369 455 179
313 9 -782
717 110 866
210 361 -481
21 446 -682
445 500 518
447 443 599
554 365 -567
98 514 536
292 727 184
807 812 877
408 15 899
507 711 943
209 242 290
171 588 -380
612 426 -390
591 487 127
27 615 -456
27 760 -150
579 568 -391
750 585 -751
104 196 901
282 609 715
235 72 -117
139 767 850
416 721 -348
213 395 964
370 634 34
546 616 -783
790 84 159
760 125 805
489 804 -239
222 458 -414
369 618 -557
108 69 106
680 91 -221
786 528 18
651 547 60
416 784 -220
648 365 -726
780 8 842
202 226 -317
189 178 -450
593 565 -492
808 378 217
412 776 -106
65 105 112
354 177 61
364 665 21
62 568 68
287 464 223
753 525 135
48 81 -729
173 244 260
151 770 -501
425 284 -803
712 388 857
516 222 -47
723 119 -358
777 156 1000
543 348 -701
627 531 -589
474 49 -433
663 89 -221
244 214 -348
241 592 -794
160 8 -571
539 419 470
723 780 -287
745 64 -517
156 89 -460
709 299 775
571 273 -540
190 481 947
251 222 377
482 538 423
29 371 668
756 257 -710
164 601 -551
284 629 197
140 648 168
423 264 464
523 728 -937
821 157 668
289 340 -222
254 599 375
487 601 642
167 37 -168
568 293 857
125 250 -951
576 365 870
481 20 197
74 508 -4
258 613 -266
216 523 -400
159 634 817
362 684 -369
318 480 -388
613 781 -99
482 349 -265
663 39 556
455 110 700
483 379 620
205 547 305
604 827 796
30 199 -267
449 338 -832
81 190 491
543 114 -933
376 163 -266
522 587 465
70 696 849
605 425 -772
311 486 -673
718 80 605
417 354 -855
150 512 -941
90 60 820
789 730 -461
334 658 833
346 451 856
584 222 71
661 123 634
294 263 -109
772 388 146
322 206 -282
818 601 166
235 180 97
150 765 -915
751 279 -13
815 339 -331
509 500 -343
40 449 -15
421 366 512
735 342 -51
39 247 -227
366 441 305
81 730 -94
123 666 391
344 587 230
246 129 425
138 430 -887
769 714 584
462 806 -737
341 125 724
289 702 45
552 380 -325
94 269 611
466 805 -156
794 329 -421
739 373 288
650 784 851
711 623 -787
286 11 939
204 452 -579
550 333 686
160 385 999
233 190 618
298 23 -451
770 354 -833
295 494 -574
509 218 -809
172 781 10
536 275 -193
782 479 -939
566 606 691
287 27 241
708 278 114
41 763 639
658 741 -804
456 347 234
1 357 -615
50 372 418
125 414 -206
1 589 85
112 523 136
260 560 -683
182 388 992
805 812 -479
304 765 813
229 481 -901
420 758 804
351 644 -596
515 255 -130
7 611 695
86 788 -885
46 805 -448
43 189 830
809 515 418
510 245 470
410 800 -702
704 16 -631
29 181 401
670 367 -182
31 550 -545
704 558 279
531 99 -543
517 498 339
183 242 336
572 741 510
404 23 -205
531 678 574
581 50 -455
134 539 669
232 651 664
795 111 -750
679 248 26
173 430 -246
107 290 459
215 474 -581
777 224 -23
666 441 268
216 811 771
257 255 -803
201 146 -27
121 173 -431
660 594 -20
210 824 -803
246 748 376
39 692 252
484 621 882
608 172 883
780 536 -835
257 267 -708
514 153 263
258 787 817
700 737 471
401 451 -585
561 754 731
19 214 723
258 268 509
478 518 -32
299 105 544
204 611 734
375 639 -358
204 766 -104
424 363 202
800 623 -143
224 689 -421
63 633 125
476 610 100
79 332 20
265 32 33
324 538 -953
246 810 -976
812 623 -897
328 766 637
471 554 -100
28 767 -374
803 253 -306
299 81 543
531 731 -458
353 362 -480
640 403 -296
782 756 911
58 22 -257
198 672 -756
55 10 -777
739 13 272
747 564 -774
496 474 -116
388 183 153
731 285 118
1 587 876
512 35 768
821 773 -711
631 680 -772
385 560 563
395 624 571
532 93 417
384 813 -239
27 644 -979
80 142 -529
29 730 -36
444 473 -916
569 421 -923
678 324 -186
929 892
406 351 922
424 432 -358
905 85 278
567 347 -422
891 178 -47
759 229 89
278 380 -547
7 455 -154
48 385 302
308 675 -498
125 252 982
666 120 -474
179 687 557
173 546 747
19 554 260
411 56 -843
577 738 393
4 817 -661
502 492 18
766 655 -504
650 643 598
729 373 12
466 359 -641
916 572 307
359 764 -184
266 226 730
189 827 30
142 228 545
763 568 -437
146 91 534
266 869 -293
675 388 628
626 532 4
121 385 -979
798 724 -778
5 854 -182
449 704 -20
638 307 742
523 733 -34
558 21 98
658 847 731
521 792 104
487 583 -642
432 669 -966
421 261 964
47 136 32
796 408 136
528 700 -21
512 640 -868
141 740 -216
825 127 196
883 880 794
629 185 -187
159 619 667
712 358 -929
671 343 -15
903 572 -98
905 618 -133
828 421 402
458 653 471
595 855 -271
581 137 138
508 598 -137
262 761 382
277 196 -911
38 544 -589
191 15 344
213 377 -443
675 113 -784
883 96 582
894 349 -717
795 494 987
417 101 504
808 481 586
351 57 864
52 476 506
878 285 -6
38 868 88
630 216 707
193 159 -38
7 489 -973
493 444 885
