19
957 1951
791 172 352
225 280 782
640 158 70
325 464 990
834 679 469
584 192 813
146 281 790
363 247 696
836 301 195
65 700 769
440 371 275
181 291 926
557 675 345
841 498 889
755 391 479
580 407 93
542 199 131
188 799 792
393 114 792
91 617 176
495 402 497
393 208 643
827 831 815
509 582 606
728 517 480
355 665 347
267 123 104
63 783 859
617 446 882
633 710 553
298 757 678
796 500 409
724 190 778
739 17 341
175 185 564
278 527 70
632 188 625
578 115 187
450 146 600
182 752 904
374 431 969
753 778 798
615 406 672
841 505 657
335 665 669
843 820 209
57 235 805
55 89 520
603 571 568
857 795 136
604 800 439
73 681 920
323 120 560
398 401 218
125 350 414
740 300 850
110 282 196
83 172 756
136 735 321
334 801 952
497 544 470
168 590 71
441 572 574
850 724 469
408 185 25
618 599 912
536 572 632
633 139 504
793 848 822
145 506 652
406 111 24
768 340 658
40 577 81
105 230 617
741 523 591
422 826 92
34 654 332
732 604 887
274 172 606
49 636 763
356 665 536
786 818 666
229 393 149
380 709 353
842 318 616
851 257 337
489 682 697
42 573 76
309 329 20
295 183 557
372 363 524
679 639 93
600 126 995
67 787 84
482 263 818
797 793 909
340 497 719
569 117 553
523 455 732
608 256 360
663 395 903
229 361 638
462 490 785
145 793 684
141 235 264
416 386 199
729 186 901
460 719 710
141 479 29
570 641 319
100 480 34
397 223 27
812 553 125
416 785 120
458 730 292
498 578 43
438 95 942
74 433 194
831 677 902
142 771 837
79 697 55
813 296 816
432 802 772
756 228 440
215 663 712
769 498 647
90 800 581
358 191 462
7 500 720
713 763 705
122 291 153
405 828 68
819 781 510
39 287 784
5 414 114
706 671 980
104 114 473
808 270 635
154 658 462
326 209 552
226 843 771
710 642 130
675 40 73
836 1950
760 201 16
163 412 568
737 422 427
828 469 308
745 747 102
728 222 816
400 599 793
688 286 100
60 546 299
127 285 890
526 426 108
25 259 966
243 487 123
342 319 353
717 485 853
418 620 624
24 636 467
448 277 78
493 90 755
361 519 249
478 383 522
428 769 705
680 447 940
564 473 586
531 138 266
43 105 778
253 64 232
528 649 336
561 17 912
435 118 648
276 545 168
256 637 997
553 32 250
316 785 885
103 787 163
237 692 310
326 91 102
354 296 379
341 110 708
655 597 326
183 442 33
584 238 115
426 673 458
777 282 622
369 663 118
773 780 952
472 18 655
20 43 930
688 122 763
624 14 477
389 177 752
512 302 855
330 21 683
179 658 37
134 201 513
607 86 264
319 39 762
525 669 934
208 659 713
557 230 636
457 675 656
62 423 145
418 616 89
613 367 925
564 569 157
585 550 553
483 197 103
93 575 354
238 35 647
391 734 99
824 527 767
277 351 69
468 653 718
38 402 698
108 638 771
252 20 176
723 317 933
615 373 982
369 173 324
53 420 381
399 274 493
595 316 323
253 817 988
12 46 169
382 598 510
562 86 343
99 780 536
241 298 203
325 761 397
631 267 10
9 208 873
766 826 997
422 51 534
687 44 211
655 658 218
326 493 949
526 489 795
133 402 466
62 350 902
654 378 549
57 108 114
567 802 285
702 665 410
544 362 970
466 615 414
823 401 721
430 555 152
174 234 921
659 603 184
660 612 398
546 86 58
428 53 353
705 103 46
210 221 209
152 433 397
400 820 675
217 242 665
666 136 762
546 619 248
717 328 540
748 344 155
250 622 402
314 99 680
810 6 12
282 268 525
549 109 883
227 411 47
390 388 196
33 16 758
446 447 182
70 682 62
236 621 715
817 184 368
204 240 937
186 574 727
22 587 567
297 542 586
345 347 778
345 219 683
771 109 72
175 494 640
764 228 698
748 170 114
711 98 427
643 56 237
535 604 780
610 748 942
531 787 983
717 556 159
549 312 748
756 248 824
200 184 721
788 187 38
221 286 11
236 650 294
818 359 402
263 472 712
560 136 638
170 539 339
515 455 824
275 343 750
281 162 741
41 594 98
738 696 498
480 145 226
638 309 596
834 461 203
73 728 655
436 631 477
5 155 747
803 796 348
502 449 31
621 258 586
426 37 848
298 619 377
130 465 500
628 180 891
447 471 301
79 303 877
568 670 788
37 348 989
490 362 629
265 623 241
357 249 77
662 810 980
69 664 190
661 339 717
58 181 711
322 438 806
285 664 576
695 99 630
208 694 940
252 636 311
584 125 906
175 276 987
185 560 523
589 673 579
49 492 762
63 776 413
514 713 796
653 773 623
748 336 875
733 704 29
44 183 800
64 781 207
121 163 293
373 268 701
163 306 535
599 604 513
584 357 252
666 427 360
39 316 526
658 312 64
369 217 672
102 106 530
760 537 396
772 461 51
81 110 343
453 88 369
762 418 625
723 760 145
802 586 59
425 411 8
627 580 326
1 502 621
324 415 891
37 366 851
786 762 661
500 58 239
697 171 880
728 451 62
517 620 316
177 243 793
128 459 993
136 384 887
18 565 69
688 125 162
732 748 379
440 325 900
350 220 562
686 652 240
163 383 193
769 322 229
502 63 719
540 669 525
750 191 620
514 709 557
7 551 967
769 370 848
476 308 257
403 132 342
263 719 472
719 338 374
297 625 288
544 471 57
435 760 909
316 246 803
302 756 437
470 26 83
87 247 351
802 315 662
412 146 452
477 45 742
104 757 890
100 792 647
213 249 796
577 660 787
612 296 866
337 748 643
379 74 156
52 731 470
698 260 503
501 15 539
347 777 387
239 318 162
273 245 592
361 761 797
588 473 230
537 58 136
443 38 80
529 33 76
553 679 140
483 192 957
777 32 208
656 164 59
522 808 874
270 383 256
687 550 836
523 149 886
628 815 28
143 182 251
237 308 611
757 236 197
59 712 518
733 624 309
786 4 39
773 686 578
303 680 19
77 801 518
367 681 686
744 313 468
638 256 898
416 501 609
34 416 271
495 401 323
707 7 664
785 752 234
9 486 391
518 154 834
725 608 77
83 211 625
118 738 699
748 23 652
689 680 947
304 51 208
758 637 868
21 724 882
510 772 454
92 171 359
584 309 601
702 24 962
827 185 813
328 759 74
44 246 863
173 18 567
801 63 19
479 102 728
59 175 273
29 664 443
438 516 858
417 554 787
572 114 316
409 120 605
335 301 118
374 553 871
19 268 262
121 366 569
706 747 903
425 776 311
453 231 527
51 425 603
393 818 147
527 544 814
273 650 210
223 466 502
719 649 844
576 144 180
588 106 196
358 634 823
102 399 944
75 394 603
351 537 956
399 547 623
798 748 338
642 832 592
565 166 561
508 403 566
222 464 846
197 744 91
470 418 827
619 799 175
133 670 696
172 108 902
303 724 166
469 819 666
590 770 913
18 681 842
23 796 909
436 668 924
275 765 316
368 123 124
61 82 649
506 58 727
745 177 439
705 660 505
556 277 404
625 459 567
236 12 620
640 589 135
553 233 526
564 673 196
175 618 128
275 405 581
95 446 788
269 343 349
668 548 611
744 511 626
682 576 730
661 327 473
462 267 604
453 477 171
303 310 363
323 833 632
766 338 764
697 50 30
660 504 240
592 389 935
324 822 737
778 519 574
187 378 494
373 151 701
657 90 454
161 294 267
606 143 361
57 477 963
268 262 102
476 418 268
373 393 706
408 561 688
255 437 970
809 191 392
714 331 646
133 435 427
697 794 124
201 350 727
260 313 222
26 360 282
171 708 18
205 390 36
372 465 488
293 186 771
397 812 254
328 170 410
220 229 114
195 15 437
438 218 16
348 657 881
368 777 788
223 173 965
495 222 499
47 12 589
550 458 439
224 434 922
46 514 244
147 601 514
447 204 123
357 566 324
201 226 491
744 5 978
513 325 976
472 127 597
754 763 231
678 575 251
733 595 479
111 308 437
269 595 769
331 699 490
468 402 423
297 467 960
730 197 744
223 673 191
53 62 249
62 807 974
813 10 69
380 96 669
213 2 374
696 81 350
665 642 952
125 83 774
775 710 728
207 443 515
650 10 536
245 322 876
310 422 673
90 89 408
45 44 729
733 320 684
78 814 97
629 615 312
570 645 833
281 743 935
93 389 332
584 543 114
22 500 695
291 243 700
604 117 620
274 655 56
51 31 491
492 263 297
382 174 931
71 183 527
300 460 511
428 377 986
754 670 580
768 122 636
717 644 225
336 559 383
694 179 249
561 612 689
674 276 324
333 461 779
116 318 958
425 485 25
668 86 834
774 641 755
520 734 282
102 540 320
235 672 594
836 772 489
56 742 520
184 2 948
741 328 914
830 676 38
720 765 283
567 676 990
180 518 78
654 418 865
185 506 610
268 619 755
28 249 198
703 712 876
655 326 41
413 486 312
115 541 709
61 244 505
101 306 396
648 243 166
495 17 722
251 808 459
529 54 121
288 498 692
419 562 838
4 408 345
121 722 167
384 742 817
214 543 583
137 646 434
787 571 603
49 208 223
370 52 819
726 633 694
396 434 191
199 418 382
836 469 357
60 556 387
590 579 723
224 679 396
562 762 395
723 736 443
329 117 901
389 565 15
519 737 871
797 672 925
23 587 330
318 584 45
40 570 37
308 270 716
180 748 225
725 330 359
514 558 728
504 13 34
331 69 16
740 2 309
90 390 931
509 242 687
555 346 547
364 646 717
55 374 734
786 424 711
626 540 577
322 478 677
76 447 579
834 104 490
421 135 872
342 119 642
742 366 408
339 56 661
494 808 446
221 592 564
827 664 442
617 209 561
616 403 289
176 482 84
739 347 21
380 798 898
428 132 142
481 111 779
63 377 869
315 172 55
519 656 813
457 188 129
655 658 272
9 246 825
783 426 908
705 32 819
72 403 120
759 184 165
788 376 745
42 485 562
520 26 85
502 167 412
330 409 649
381 350 984
406 545 327
815 722 562
30 12 198
813 343 916
380 382 923
682 601 815
404 152 276
92 244 529
650 814 935
754 336 919
560 695 902
569 606 515
763 458 12
725 13 364
492 371 189
183 240 566
409 352 736
662 376 406
269 347 768
358 192 177
231 255 298
395 645 96
778 301 205
393 573 990
714 185 751
162 200 906
183 779 291
398 170 997
581 532 183
570 259 584
258 302 478
610 208 418
778 450 986
194 748 950
774 364 65
723 628 228
564 134 767
32 391 296
700 152 888
551 287 459
552 588 875
506 744 344
810 281 766
77 601 148
670 760 676
354 397 132
587 536 217
613 682 813
133 307 796
460 507 294
313 568 110
816 550 214
766 334 28
7 346 376
682 80 577
613 747 818
320 409 131
319 337 286
423 795 114
673 695 823
525 417 176
102 561 654
345 297 373
506 565 563
23 457 126
611 747 76
71 422 343
638 778 907
740 601 998
625 331 873
43 300 362
489 117 372
680 781 138
635 491 648
266 600 794
59 493 136
540 459 351
466 723 491
333 642 998
297 504 718
757 595 672
684 128 897
539 478 481
290 28 544
436 646 894
217 396 824
129 122 39
111 23 415
246 275 378
528 194 800
642 379 74
703 833 255
616 241 625
826 819 889
584 761 922
276 411 446
437 765 878
464 339 665
608 177 665
257 397 767
509 433 1000
299 680 179
695 350 163
400 143 731
580 212 255
441 329 903
375 294 985
382 452 382
190 117 57
209 251 80
303 675 504
396 247 115
101 639 953
777 539 445
832 413 815
662 295 641
805 349 845
488 611 949
201 24 522
144 754 104
836 17 697
780 688 739
689 318 955
742 835 398
193 809 684
262 157 655
473 543 476
496 626 439
454 673 192
205 414 840
200 721 731
378 19 454
10 203 530
735 203 563
292 202 600
361 823 76
57 562 621
15 411 840
378 190 20
672 93 366
771 532 917
699 641 234
724 127 191
150 316 180
353 280 881
314 418 353
62 520 931
163 152 200
564 70 47
610 147 943
314 381 814
409 180 221
450 146 345
617 550 173
727 112 460
516 239 261
42 334 979
130 471 330
639 171 893
232 19 39
225 260 328
679 599 706
833 266 314
165 183 439
305 335 651
809 258 932
773 387 746
719 219 584
719 654 834
268 730 40
51 832 631
661 466 602
168 794 227
87 749 962
345 378 451
632 546 531
156 325 808
813 510 541
731 436 520
19 414 494
800 804 620
11 208 990
121 519 110
352 203 811
179 828 957
492 434 811
10 425 3
62 604 454
547 651 736
619 293 235
622 156 898
47 743 421
441 795 439
560 568 364
257 485 61
467 363 478
516 314 455
375 289 804
630 645 958
794 5 340
528 278 456
140 291 380
598 480 587
60 466 452
676 538 882
216 298 865
363 728 466
114 513 311
253 377 397
823 203 901
595 452 560
171 293 144
576 653 995
760 8 969
463 766 255
500 199 291
95 401 485
131 11 137
811 731 458
592 407 70
308 438 764
750 469 472
183 468 765
495 27 129
589 584 473
258 476 712
545 455 163
463 813 940
87 396 648
771 466 497
717 54 25
174 472 785
26 497 915
419 352 835
128 629 317
594 229 706
759 778 255
502 766 902
110 660 366
459 374 548
598 176 461
178 390 910
151 165 217
264 354 811
132 636 632
268 329 834
621 754 628
356 441 862
35 107 535
30 345 523
658 704 715
237 668 969
149 138 470
192 613 499
285 435 863
159 328 935
682 490 516
576 280 170
21 453 28
834 310 867
61 503 366
61 359 173
17 410 876
47 734 416
197 141 744
714 776 725
464 334 842
206 337 100
9 632 492
683 173 839
114 467 750
346 724 367
534 695 80
274 815 308
338 476 548
346 569 479
193 690 917
227 99 207
280 77 121
87 631 902
835 552 341
263 220 283
674 165 453
391 720 930
413 674 173
658 4 50
551 787 82
741 756 902
701 670 75
550 763 306
769 513 113
763 597 84
603 650 105
746 593 641
152 720 195
522 6 353
162 477 407
378 647 636
57 227 268
88 609 774
25 43 29
273 306 207
229 649 849
574 451 29
81 306 759
512 341 145
231 359 700
639 42 272
602 653 374
59 250 504
501 376 857
650 285 735
778 547 325
118 238 209
501 235 997
815 166 712
779 40 659
280 749 989
197 433 147
63 777 583
55 455 917
123 719 822
141 498 202
349 63 534
233 96 226
206 35 231
207 653 509
645 311 283
410 809 764
32 27 462
298 586 744
26 563 437
13 41 104
556 500 126
636 100 562
217 59 767
563 318 616
528 516 950
32 109 769
222 737 831
67 24 430
527 83 396
525 624 755
755 12 632
154 225 831
268 218 752
556 224 851
601 706 301
391 96 851
790 104 967
421 305 305
529 561 706
32 277 966
418 27 171
52 356 763
368 582 422
830 599 22
106 593 771
200 746 787
451 621 980
32 299 895
308 130 188
615 705 357
715 425 153
54 123 249
100 12 535
83 116 739
788 193 412
115 534 835
139 369 85
124 86 919
102 162 87
716 41 888
482 455 50
646 259 73
709 103 724
601 32 491
601 234 937
422 132 178
84 715 492
829 304 665
710 133 758
242 631 606
337 566 545
477 338 856
396 749 953
166 341 708
128 18 856
334 135 279
523 214 465
66 46 905
798 698 455
364 245 205
187 601 910
67 149 27
13 448 280
802 433 638
84 106 435
697 487 494
346 2 593
22 721 410
690 743 684
261 516 394
456 691 864
561 515 694
145 575 907
807 380 201
744 269 171
426 594 895
603 443 919
209 89 206
665 278 543
435 336 142
386 613 900
34 647 567
618 399 619
196 812 157
223 404 117
664 342 153
146 109 617
339 194 976
696 589 394
823 662 792
216 234 36
470 28 259
3 666 142
311 72 740
186 548 484
415 594 798
653 768 339
792 417 679
123 337 819
679 217 29
775 333 843
791 208 615
715 183 538
66 347 449
405 532 732
621 652 388
57 556 743
237 77 2
151 465 614
774 688 546
237 269 441
669 698 907
571 404 793
663 817 305
304 81 885
126 339 372
514 432 918
622 684 562
270 602 441
261 470 517
13 20 982
69 372 328
282 631 617
3 810 168
599 285 492
810 741 607
260 10 793
203 223 30
606 786 533
799 379 449
785 321 493
306 761 196
478 585 611
533 276 49
319 834 955
62 27 556
462 28 198
55 818 663
171 433 329
49 434 674
16 216 446
126 496 238
342 537 885
526 143 653
395 653 66
488 681 327
130 55 590
757 15 508
766 67 752
712 679 161
731 566 749
595 287 896
123 166 361
108 683 992
541 74 137
317 4 778
352 140 148
323 131 731
578 428 63
17 743 348
534 312 874
156 541 972
684 269 447
702 297 316
692 555 378
286 71 66
269 397 561
339 634 709
108 828 762
547 79 865
221 82 630
571 122 870
506 182 333
110 711 200
423 87 705
11 630 149
164 331 812
270 52 981
195 638 857
52 226 900
501 470 672
291 225 236
514 242 461
808 447 102
440 742 33
781 168 118
226 699 643
584 542 689
152 121 567
801 561 511
365 60 543
747 643 85
192 5 598
259 174 37
109 252 761
442 22 774
542 386 280
488 113 901
15 719 501
544 456 848
302 18 809
75 689 222
619 536 30
545 421 312
469 12 708
181 93 331
161 146 273
11 619 849
83 798 960
382 384 459
603 419 118
191 302 756
664 510 78
137 427 245
507 721 878
520 657 583
607 717 582
243 385 155
2 770 878
480 819 486
155 330 40
817 83 768
459 350 170
830 647 637
523 651 848
275 466 925
243 43 376
89 292 525
719 592 770
287 214 816
35 477 28
292 578 230
122 338 576
8 144 257
117 334 896
88 294 58
728 262 631
204 207 306
86 506 778
134 521 234
622 106 684
711 620 160
497 630 356
246 654 557
632 664 635
549 744 872
71 402 810
281 176 315
630 637 502
740 238 490
278 197 47
392 537 199
769 596 867
246 261 912
457 231 511
338 596 822
617 243 873
71 333 312
347 11 312
198 159 496
488 393 422
302 779 324
137 786 689
234 618 813
370 189 912
600 33 188
20 510 931
351 684 742
546 441 149
7 503 150
12 14 916
442 469 270
223 258 426
120 291 410
757 736 85
107 342 734
342 667 15
626 222 685
182 29 772
680 194 446
461 338 713
218 596 866
530 357 578
499 23 474
604 205 221
101 387 162
220 825 454
466 288 979
542 498 131
520 295 320
727 482 598
263 130 529
585 131 73
699 39 281
218 219 432
457 81 34
370 37 210
822 572 298
248 767 76
557 630 516
468 490 807
419 309 154
157 4 570
456 625 40
484 202 11
756 58 720
254 146 699
809 672 384
294 231 508
567 587 480
684 89 750
184 112 398
195 535 554
79 267 444
794 103 895
285 457 498
418 476 904
319 793 766
722 327 16
506 772 310
87 568 903
164 281 220
803 287 472
477 511 834
213 804 889
786 309 451
454 720 725
36 687 177
638 274 166
492 797 949
758 388 457
696 361 998
495 686 131
297 575 961
53 51 252
262 87 24
581 381 2
378 389 267
602 70 8
507 453 147
477 549 902
504 131 626
525 260 206
120 69 455
518 399 889
255 772 711
268 521 26
590 713 940
390 322 847
332 617 74
281 332 38
684 288 397
307 635 994
290 209 827
713 193 187
651 75 712
559 77 107
147 341 812
327 599 516
365 39 670
290 154 310
809 307 419
385 352 633
763 726 703
797 510 571
440 81 841
779 417 71
378 599 691
820 627 524
553 393 977
72 331 410
603 562 518
425 616 124
473 1 21
692 119 268
226 814 581
290 158 478
102 181 21
189 401 285
553 378 205
607 308 323
552 728 478
685 433 695
132 798 24
417 586 539
370 436 43
737 328 214
755 488 22
102 219 725
331 517 1
210 730 189
43 296 783
814 642 767
814 723 661
554 728 49
134 496 331
236 251 530
657 693 449
515 364 646
208 709 280
49 190 502
711 372 705
536 473 952
211 367 163
255 108 548
144 702 879
487 408 517
87 272 932
136 438 792
516 252 542
556 594 961
815 282 669
5 382 690
598 668 419
694 214 406
381 111 249
707 415 249
225 499 360
697 347 641
260 251 377
698 710 497
395 206 138
294 531 258
833 597 498
334 18 196
336 613 571
773 491 890
484 380 633
8 268 275
735 362 37
752 464 368
619 103 632
669 789 568
606 530 560
791 127 407
119 769 233
350 299 102
796 382 298
297 558 235
387 728 774
387 224 140
477 799 823
376 326 259
177 280 342
224 701 900
335 734 93
818 164 967
77 36 693
661 522 394
529 669 686
458 195 631
746 391 161
187 66 956
286 769 663
205 493 339
290 703 769
586 78 780
64 590 403
662 107 749
387 39 753
507 716 630
512 765 963
195 258 823
350 698 667
489 368 305
127 491 567
408 522 183
341 695 286
127 616 436
776 230 867
202 563 128
425 706 926
240 270 720
327 215 469
835 570 320
547 529 39
429 581 260
29 800 887
335 214 679
733 683 480
321 59 112
261 241 398
417 764 53
544 468 546
733 31 799
276 668 48
824 698 167
190 588 25
439 31 963
343 371 257
827 581 836
757 320 882
3 440 586
169 646 333
638 574 340
160 189 802
582 698 401
15 812 974
510 756 238
172 808 35
675 773 372
462 56 611
278 836 219
417 236 509
140 105 318
537 643 701
655 795 442
294 447 359
745 393 514
349 295 112
225 595 430
163 87 858
689 273 269
151 537 889
284 713 843
301 547 989
390 121 329
333 555 799
307 771 121
251 817 428
395 424 473
340 598 948
446 229 69
629 473 951
683 242 491
655 274 875
753 726 597
452 696 670
158 51 422
109 806 260
176 813 973
736 712 430
460 272 422
662 152 885
314 190 920
346 127 868
321 611 929
652 253 102
47 159 964
585 766 512
242 570 60
331 505 969
310 148 819
27 112 388
798 388 70
725 702 926
812 358 507
502 320 825
663 231 540
714 643 85
673 353 951
330 281 67
22 175 909
139 773 501
645 142 340
527 789 791
142 171 85
225 341 287
199 711 18
215 85 787
135 815 308
187 743 936
777 645 422
486 215 710
448 571 180
768 753 808
345 655 712
559 746 212
134 658 878
480 683 962
74 718 376
591 482 826
532 324 153
617 177 46
18 301 943
304 370 226
509 306 38
714 207 878
720 570 783
716 475 474
209 448 405
245 306 991
598 391 252
126 178 766
35 663 50
126 392 511
829 610 775
644 719 344
574 466 198
417 510 202
348 703 191
519 614 851
94 670 695
834 213 817
484 119 892
439 237 549
162 472 170
738 681 143
309 234 898
481 781 160
198 89 704
675 766 681
193 119 371
565 570 462
744 13 89
772 673 200
68 374 619
370 646 182
808 827 769
403 354 165
314 460 987
767 495 291
240 627 962
380 656 210
794 489 72
57 63 624
103 444 643
615 273 945
517 333 529
66 301 125
791 100 663
740 619 354
82 135 882
266 756 103
4 338 88
415 559 724
668 70 558
601 510 863
12 587 172
116 247 205
764 564 65
84 90 774
786 719 204
785 537 939
462 280 941
515 707 499
665 87 642
224 45 63
536 21 241
679 484 683
517 307 325
122 499 356
220 530 598
424 636 545
693 507 951
792 610 352
553 407 414
493 263 776
69 758 13
281 270 25
368 531 669
774 527 520
673 48 795
210 601 224
731 678 915
244 650 29
238 117 835
511 147 191
95 696 581
588 353 865
364 24 464
795 526 871
459 470 126
122 278 642
696 418 824
21 508 405
367 828 948
350 344 470
778 349 140
49 635 339
815 804 314
727 399 816
148 711 884
416 266 314
51 557 683
96 12 252
123 180 261
361 409 110
305 535 323
19 35 772
650 136 298
340 429 468
58 137 751
710 709 497
716 491 687
204 434 760
400 390 875
660 685 936
169 587 370
757 701 399
833 378 630
190 350 219
111 9 12
681 149 912
825 336 529
455 744 750
121 781 261
91 711 786
733 365 978
15 612 298
284 25 933
382 109 502
82 19 979
410 787 166
42 760 648
546 608 327
303 736 306
239 576 43
367 345 294
656 538 835
310 187 887
113 815 976
355 342 395
48 735 122
74 362 250
291 640 264
754 49 887
280 333 146
819 742 404
490 489 599
1 616 514
729 549 732
811 55 812
646 415 450
772 256 78
498 453 209
487 135 579
416 782 517
423 609 917
218 567 995
160 710 647
276 534 723
23 93 821
179 40 869
674 141 729
105 829 899
662 698 951
350 664 599
789 580 215
94 559 592
537 666 438
709 316 867
652 562 277
430 345 295
718 550 897
239 318 992
362 829 700
208 39 325
185 721 301
529 637 660
217 211 976
511 505 989
528 506 300
680 582 508
185 134 676
51 727 539
511 325 531
611 165 441
440 511 678
329 8 184
443 621 388
232 573 992
707 400 314
795 447 906
307 535 689
49 653 444
814 493 641
465 115 869
164 108 302
279 779 187
154 802 822
72 281 971
409 358 958
751 542 754
432 667 951
508 707 818
821 256 937
787 697 547
195 285 288
364 352 150
261 702 467
47 409 498
85 689 853
275 432 391
544 834 71
549 134 809
727 260 638
397 118 647
779 271 638
613 806 578
275 643 54
303 70 132
724 773 24
770 586 993
566 486 492
258 85 470
304 253 894
660 11 867
243 2 469
750 655 163
622 217 409
207 375 64
527 188 391
236 85 533
483 701 726
376 279 1000
665 186 941
617 615 95
319 542 103
393 391 953
354 95 547
351 325 667
777 626 199
513 271 982
294 127 307
413 303 595
281 589 836
810 555 950
86 622 283
183 38 332
322 58 71
537 508 636
580 269 774
206 391 136
34 64 846
69 412 113
122 565 673
612 272 574
714 26 96
760 554 331
347 24 329
634 421 444
50 411 748
506 582 63
364 310 382
468 577 932
829 819 441
412 324 626
317 408 818
126 105 287
543 297 808
523 547 467
409 394 553
648 620 847
356 729 910
103 130 313
704 417 19
243 532 463
470 16 779
205 354 384
123 415 563
754 617 469
789 659 418
365 228 538
220 446 621
723 402 577
374 819 530
597 495 713
204 1 755
237 44 25
399 226 775
562 484 660
563 643 69
803 562 715
241 49 297
812 781 190
779 399 905
60 203 877
795 658 163
285 649 981
445 157 322
572 348 322
474 810 148
795 305 463
63 835 157
432 447 157
620 182 265
621 835 277
791 757 235
40 22 221
726 363 845
538 605 995
44 821 335
201 609 125
607 818 23
466 224 848
824 524 546
592 13 487
714 589 775
604 550 189
617 466 437
818 293 779
217 295 52
426 657 104
114 726 724
346 424 212
477 151 966
660 461 794
704 637 870
388 735 466
830 367 161
740 459 405
518 445 4
541 414 538
32 563 10
59 763 285
179 52 642
822 356 864
642 316 650
789 96 766
188 638 791
316 530 896
76 63 512
14 707 103
684 358 77
13 254 259
498 515 867
90 204 557
294 436 570
516 641 785
450 585 551
181 649 207
665 180 428
570 170 931
756 69 594
539 799 361
278 409 413
736 660 134
602 140 472
70 568 563
822 752 240
601 87 847
229 645 776
145 670 377
702 221 126
659 746 436
739 98 451
414 279 191
130 307 401
297 545 382
567 674 86
308 9 867
773 813 575
543 564 678
480 439 118
316 161 9
235 46 727
461 475 219
567 586 521
203 817 929
690 711 716
553 805 530
482 7 854
494 772 489
297 444 572
794 766 709
478 731 703
430 150 54
634 609 574
362 832 787
537 29 447
80 740 87
53 327 997
651 561 470
365 815 400
168 669 456
645 483 179
508 43 282
201 434 362
63 682 973
131 208 381
696 369 9
292 451 806
218 275 595
497 153 482
9 736 520
616 710 868
539 694 392
691 674 655
642 154 151
331 706 801
180 118 731
354 791 421
278 344 858
356 420 776
182 79 904
706 368 531
452 732 703
644 160 56
545 269 834
518 478 847
156 291 280
512 363 121
320 574 341
436 34 434
388 367 642
370 262 561
607 717 336
92 130 824
439 66 934
322 109 345
116 799 735
559 151 521
434 568 202
219 648 701
751 378 928
323 400 437
502 110 729
120 613 149
303 597 775
745 812 648
285 80 186
35 612 904
203 584 378
104 256 328
38 444 980
795 803 4
619 636 288
835 491 476
490 743 387
95 441 211
403 483 763
431 341 71
775 619 248
991 1920
522 507 866
593 554 557
947 613 378
778 461 118
231 759 536
235 543 909
109 480 588
717 538 270
257 95 629
106 465 490
161 860 66
1 531 85
359 292 636
450 985 995
912 584 740
614 346 810
693 190 386
253 299 622
318 874 332
486 339 90
582 237 927
752 987 620
374 957 458
952 413 997
111 727 381
720 553 404
152 951 250
737 524 768
558 574 614
632 228 985
124 880 780
789 503 926
988 676 194
842 604 529
765 381 645
588 868 604
440 441 500
794 726 780
788 681 68
571 328 397
104 320 116
735 335 450
111 413 57
59 374 251
588 553 543
911 929 307
588 872 678
930 912 551
708 376 468
592 857 50
142 523 232
40 956 398
213 204 973
227 615 679
517 978 456
18 602 496
486 244 642
235 136 452
531 88 870
46 432 191
862 826 94
591 779 509
501 214 193
301 726 494
344 306 104
644 452 31
203 502 592
676 835 690
639 625 88
353 272 127
696 532 139
238 123 407
842 446 254
506 311 819
869 294 257
258 134 24
309 124 360
232 109 736
903 243 583
449 590 901
888 961 719
517 8 868
287 93 596
990 960 247
538 129 818
786 803 357
495 270 634
919 121 23
891 426 159
874 231 256
624 928 344
225 554 268
454 213 959
354 500 242
683 51 141
29 953 400
19 427 702
667 344 250
728 35 911
911 740 900
147 541 980
765 30 21
23 596 158
762 872 880
297 40 74
397 41 706
507 43 255
100 153 57
111 556 395
197 373 688
816 836 62
53 504 158
551 747 826
829 979 486
24 107 798
562 439 426
384 435 665
413 880 272
428 502 672
451 194 344
392 166 884
807 534 197
526 10 122
238 570 327
720 974 288
806 517 214
40 379 821
275 325 867
539 286 595
960 951 870
118 119 179
797 541 773
650 722 417
778 764 176
595 707 593
460 378 180
641 619 813
814 162 671
661 922 800
755 846 545
826 323 834
25 136 173
97 944 335
694 276 263
478 981 183
529 498 37
54 470 501
376 919 46
442 532 904
789 152 274
682 548 242
309 335 950
456 573 506
939 767 353
440 360 103
345 492 791
821 67 116
681 567 726
120 625 518
529 69 632
352 125 232
113 207 416
822 685 71
31 360 862
512 339 899
371 311 133
852 864 260
391 390 310
620 668 727
579 518 461
864 733 61
57 90 157
312 534 787
476 791 280
102 962 359
620 386 730
28 738 265
856 173 23
635 454 135
556 595 840
481 804 738
213 972 841
317 42 443
727 813 31
556 631 837
543 697 674
113 694 81
742 714 923
533 795 97
52 434 593
374 335 959
691 217 855
27 338 543
297 640 174
748 23 875
522 71 54
670 709 308
365 276 756
977 50 459
110 414 749
98 141 226
567 135 222
506 382 356
66 630 184
705 458 678
947 635 155
566 770 862
467 275 207
409 345 181
682 547 797
228 536 727
404 85 602
914 582 184
954 325 87
797 119 87
901 535 515
51 579 480
586 731 596
15 155 923
111 657 14
853 321 554
120 819 529
674 595 455
753 546 214
642 496 82
291 454 221
419 127 147
300 258 798
810 96 910
342 433 180
590 132 569
774 640 315
553 139 506
3 629 596
603 674 431
666 810 964
373 423 953
